Iterations	Algorithm	BitErrorRate
19	BitFlip	0.0109
19	BitFlip	0.0126
19	BitFlip	0.0138
19	BitFlip	0.0158
19	BitFlip	0.0167
19	BitFlip	0.0183
19	BitFlip	0.02
19	BitFlip	0.0216
19	BitFlip	0.0222
19	BitFlip	0.0243
19	BitFlip	0.026
19	BitFlip	0.027
19	BitFlip	0.0281
19	BitFlip	0.0297
19	BitFlip	0.0306
19	BitFlip	0.0321
19	BitFlip	0.033
19	BitFlip	0.0336
19	BitFlip	0.0344
19	BitFlip	0.036
19	BitFlip	0.0366
19	BitFlip	0.0381
19	BitFlip	0.039
19	BitFlip	0.0402
19	BitFlip	0.0415
19	BitFlip	0.0434
19	BitFlip	0.0447
19	BitFlip	0.0459
19	BitFlip	0.0469
19	BitFlip	0.0481
19	BitFlip	0.0491
19	BitFlip	0.05
19	BitFlip	0.0509
19	BitFlip	0.0523
19	BitFlip	0.0536
19	BitFlip	0.0559
19	BitFlip	0.0567
19	BitFlip	0.0579
19	BitFlip	0.0584
19	BitFlip	0.0602
19	BitFlip	0.0609
19	BitFlip	0.0624
19	BitFlip	0.0636
19	BitFlip	0.0649
19	BitFlip	0.0658
19	BitFlip	0.0669
19	BitFlip	0.0683
19	BitFlip	0.0689
19	BitFlip	0.0703
19	BitFlip	0.0719
19	BitFlip	0.0726
19	BitFlip	0.0744
19	BitFlip	0.0754
19	BitFlip	0.0768
19	BitFlip	0.0772
19	BitFlip	0.0795
19	BitFlip	0.0807
19	BitFlip	0.0819
19	BitFlip	0.0823
19	BitFlip	0.0836
19	BitFlip	0.0842
19	BitFlip	0.0854
19	BitFlip	0.0865
19	BitFlip	0.0884
19	BitFlip	0.0892
19	BitFlip	0.0906
19	BitFlip	0.0918
19	BitFlip	0.0939
19	BitFlip	0.095
19	BitFlip	0.0965
19	BitFlip	0.0971
19	BitFlip	0.0995
19	BitFlip	0.1001
19	BitFlip	0.1016
19	BitFlip	0.1026
19	BitFlip	0.1043
19	BitFlip	0.1051
19	BitFlip	0.1063
19	BitFlip	0.1074
19	BitFlip	0.1098
19	BitFlip	0.1108
19	BitFlip	0.1123
19	BitFlip	0.1136
19	BitFlip	0.115
19	BitFlip	0.1162
19	BitFlip	0.1176
19	BitFlip	0.1188
19	BitFlip	0.1203
19	BitFlip	0.1213
19	BitFlip	0.1231
19	BitFlip	0.1245
19	BitFlip	0.1266
20	Majority	0.0009
20	Majority	0.0022
20	Majority	0.003
20	Majority	0.0042
20	Majority	0.0052
20	Majority	0.0066
20	Majority	0.0074
20	Majority	0.0092
20	Majority	0.01
20	Majority	0.0106
20	Majority	0.0116
20	Majority	0.0126
20	Majority	0.0131
20	Majority	0.0144
20	Majority	0.0155
20	Majority	0.0165
20	Majority	0.0177
20	Majority	0.0189
20	Majority	0.0198
20	Majority	0.0216
20	Majority	0.0228
20	Majority	0.0242
20	Majority	0.0252
20	Majority	0.0268
20	Majority	0.0283
20	Majority	0.0295
20	Majority	0.0305
20	Majority	0.0321
20	Majority	0.0333
20	Majority	0.0339
20	Majority	0.0349
20	Majority	0.037
20	Majority	0.0381
20	Majority	0.0393
20	Majority	0.0402
20	Majority	0.0416
20	Majority	0.0428
20	Majority	0.0443
20	Majority	0.0458
20	Majority	0.0475
20	Majority	0.0483
20	Majority	0.0502
20	Majority	0.0515
20	Majority	0.0531
20	Majority	0.0542
20	Majority	0.0571
20	Majority	0.0582
20	Majority	0.0594
20	Majority	0.0602
20	Majority	0.0613
20	Majority	0.0621
20	Majority	0.0634
20	Majority	0.0644
20	Majority	0.0653
20	Majority	0.0661
20	Majority	0.067
20	Majority	0.068
20	Majority	0.0694
20	Majority	0.0706
20	Majority	0.0724
20	Majority	0.0732
20	Majority	0.0744
20	Majority	0.0751
20	Majority	0.0762
20	Majority	0.0766
20	Majority	0.0773
20	Majority	0.0785
20	Majority	0.0805
20	Majority	0.0814
20	Majority	0.0826
20	Majority	0.0836
20	Majority	0.0851
20	Majority	0.0856
20	Majority	0.0878
20	Majority	0.0885
20	Majority	0.0895
20	Majority	0.0908
20	Majority	0.092
20	Majority	0.0937
20	Majority	0.0944
20	Majority	0.0954
20	Majority	0.0972
20	Majority	0.0983
20	Majority	0.0991
20	Majority	0.0999
20	Majority	0.1018
20	Majority	0.1026
20	Majority	0.1045
20	Majority	0.1054
20	Majority	0.1066
20	Majority	0.1077
20	Majority	0.1086
20	Majority	0.11
20	Majority	0.1117
20	Majority	0.1125
20	Majority	0.1131
20	Majority	0.1143
20	Majority	0.1161
20	Majority	0.1172
20	Majority	0.1179
20	BitFlip	0.0013
20	BitFlip	0.0019
20	BitFlip	0.0035
20	BitFlip	0.0047
20	BitFlip	0.0051
20	BitFlip	0.0061
20	BitFlip	0.007
20	BitFlip	0.0076
20	BitFlip	0.0084
20	BitFlip	0.0102
20	BitFlip	0.0116
20	BitFlip	0.0127
20	BitFlip	0.0139
20	BitFlip	0.015
20	BitFlip	0.0159
20	BitFlip	0.0169
20	BitFlip	0.0183
20	BitFlip	0.0195
20	BitFlip	0.021
20	BitFlip	0.0221
20	BitFlip	0.0227
20	BitFlip	0.0246
20	BitFlip	0.0261
20	BitFlip	0.0272
20	BitFlip	0.0281
20	BitFlip	0.0287
20	BitFlip	0.0293
20	BitFlip	0.0304
20	BitFlip	0.0313
20	BitFlip	0.033
20	BitFlip	0.0345
20	BitFlip	0.0358
20	BitFlip	0.037
20	BitFlip	0.0386
20	BitFlip	0.0396
20	BitFlip	0.0416
20	BitFlip	0.0425
20	BitFlip	0.0434
20	BitFlip	0.0441
20	BitFlip	0.0462
20	BitFlip	0.0471
20	BitFlip	0.048
20	BitFlip	0.0488
20	BitFlip	0.05
20	BitFlip	0.0513
20	BitFlip	0.0524
20	BitFlip	0.0544
20	BitFlip	0.0567
20	BitFlip	0.0577
20	BitFlip	0.059
20	BitFlip	0.06
20	BitFlip	0.061
20	BitFlip	0.0621
20	BitFlip	0.0638
20	BitFlip	0.0646
20	BitFlip	0.0663
20	BitFlip	0.0674
20	BitFlip	0.0682
20	BitFlip	0.0691
20	BitFlip	0.0711
20	BitFlip	0.0723
20	BitFlip	0.0735
20	BitFlip	0.0747
20	BitFlip	0.0757
20	BitFlip	0.0765
20	BitFlip	0.0777
20	BitFlip	0.0792
20	BitFlip	0.0804
20	BitFlip	0.0819
20	BitFlip	0.0836
20	BitFlip	0.0848
20	BitFlip	0.0864
20	BitFlip	0.0877
20	BitFlip	0.0887
20	BitFlip	0.0898
20	BitFlip	0.0905
20	BitFlip	0.0917
20	BitFlip	0.0927
20	BitFlip	0.0933
20	BitFlip	0.0948
20	BitFlip	0.0957
20	BitFlip	0.0974
20	BitFlip	0.0988
20	BitFlip	0.1004
20	BitFlip	0.1015
20	BitFlip	0.1027
20	BitFlip	0.104
20	BitFlip	0.1046
20	BitFlip	0.1058
20	BitFlip	0.1065
20	BitFlip	0.1081
20	BitFlip	0.1094
20	BitFlip	0.1107
20	BitFlip	0.1113
20	BitFlip	0.1122
20	BitFlip	0.1136
20	BitFlip	0.1144
20	BitFlip	0.1158
20	BitFlip	0.1167
20	BitFlip	0.1176
Uncoded	N/A	0.1
